name,position,cost,xmins,ep_gw14,ep_gw15,ep_gw16
M.Salah,MID,13.2,89,6.0,6.5,6.8
Haaland,FWD,15.0,88,7.3,5.6,6.4
Palmer,MID,11.0,89,7.2,5.1,6.6
Saka,MID,10.3,82,6.2,5.6,6.7
Son,MID,9.9,81,4.7,4.7,5.8
Watkins,FWD,9.0,82,4.9,5.6,4.1
Foden,MID,9.1,73,5.3,4.6,4.7
Bowen,MID,7.4,87,4.7,5.3,4.1
Ødegaard,MID,8.3,88,4.9,4.3,4.8
Alexander-Arnold,DEF,6.9,83,3.9,4.8,5.2
De Bruyne,MID,9.4,58,4.5,4.1,5.1
Havertz,FWD,7.9,81,4.5,4.1,4.8
Solanke,FWD,7.6,94,3.6,4.1,5.1
Cunha,FWD,7.1,86,4.1,3.9,4.8
Isak,FWD,8.5,73,3.6,3.8,5.3
N.Jackson,FWD,8.1,77,4.9,3.4,4.4
Mbeumo,MID,7.8,84,4.2,4.7,3.6
B.Fernandes,MID,8.5,90,3.6,5.4,3.6
João Pedro,FWD,5.8,75,4.0,4.0,4.0
Eze,MID,6.6,73,4.5,3.6,3.8
Semenyo,MID,5.7,89,4.0,3.9,4.0
Raya,GKP,5.5,94,3.9,3.7,4.2
Rogers,MID,5.3,79,4.0,4.7,3.2
Robertson,DEF,5.9,86,3.8,4.2,3.8
Vardy,FWD,5.5,80,4.4,4.1,3.2
Calafiori,DEF,5.8,78,3.8,3.4,4.4
Evanilson,FWD,6.0,74,3.7,3.7,4.1
Luis Díaz,MID,7.6,66,3.7,3.8,3.8
J.Timber,DEF,5.5,88,3.9,3.4,4.0
Gordon,MID,7.2,79,3.3,3.5,4.6
Strand Larsen,FWD,5.6,84,3.7,3.4,4.2
Welbeck,FWD,6.0,79,3.7,3.7,3.9
Virgil,DEF,6.4,90,3.2,3.9,4.1
Mitoma,MID,6.5,84,3.5,3.9,3.8
Delap,FWD,5.6,79,3.9,3.8,3.3
Kudus,MID,6.2,80,3.9,3.9,3.2
Trossard,MID,6.8,54,3.7,3.3,4.0
Saliba,DEF,6.0,93,3.7,3.3,4.0
Gvardiol,DEF,6.2,69,3.7,3.3,3.8
Pedro Porro,DEF,5.6,89,3.4,3.2,4.1
Gabriel,DEF,6.2,81,2.7,3.5,4.4
C. Wood,FWD,6.6,83,3.2,3.5,3.9
Mateta,FWD,7.2,77,4.4,3.3,3.0
Kluivert,MID,5.3,69,3.8,3.4,3.4
Sánchez,GKP,4.7,90,3.7,3.2,3.6
McGinn,MID,5.2,83,3.6,3.7,3.1
Arrizabalaga,GKP,4.5,93,3.3,3.7,3.5
Pope,GKP,5.0,94,3.2,3.3,3.9
Forster,GKP,4.3,93,3.4,3.3,3.6
Kulusevski,MID,6.3,76,3.3,3.1,3.7
Verbruggen,GKP,4.5,93,3.3,3.4,3.4
Fabianski,GKP,4.1,91,3.4,3.5,3.2
McNeil,MID,5.6,90,4.3,3.1,2.7
José Sá,GKP,4.3,92,3.3,3.2,3.5
Tielemans,MID,5.5,85,3.5,3.8,2.7
Ederson M.,GKP,5.5,80,3.5,3.0,3.5
Brennan Johnson,MID,6.7,61,3.1,3.1,3.8
Tavernier,MID,5.5,71,3.4,3.3,3.2
Andre Onana,GKP,5.2,92,3.1,3.7,3.1
Raúl,FWD,5.6,71,4.0,3.1,2.7
Flekken,GKP,4.5,95,3.3,3.4,3.1
E. Martinez,GKP,5.0,94,2.7,3.6,3.5
Henderson,GKP,4.4,94,3.6,3.0,3.2
Hermansen,GKP,4.5,92,3.4,3.3,3.1
Pickford,GKP,4.9,93,3.6,3.1,3.1
Konsa,DEF,4.4,90,3.2,3.8,2.6
Rice,MID,6.2,82,3.3,2.9,3.4
Wissa,FWD,6.1,70,3.2,3.7,2.7
Muric,GKP,4.4,93,3.3,3.2,3.1
Leno,GKP,5.0,93,3.4,3.1,3.0
Gusto,DEF,4.9,81,3.9,2.5,3.2
Maddison,MID,7.6,64,3.2,3.0,3.4
Sels,GKP,4.7,95,3.1,3.1,3.2
Smith Rowe,MID,5.7,79,3.7,3.1,2.7
P. Neto,MID,6.2,63,3.7,2.9,2.8
Gomez,DEF,4.8,77,2.7,3.1,3.5
Akanji,DEF,5.4,74,3.5,2.8,3.0
Colwill,DEF,4.5,90,3.7,2.4,3.3
Szmodics,MID,5.8,65,3.3,3.1,2.9
McCarthy,GKP,4.3,91,3.0,3.1,3.2
Iwobi,MID,5.6,81,3.6,3.1,2.6
Cash,DEF,4.4,74,3.1,3.6,2.5
Pau,DEF,4.4,86,3.1,3.6,2.5
Sávio,MID,6.5,51,3.3,3.1,2.7
Martinelli,MID,6.9,44,2.9,2.8,3.4
Gibbs-White,MID,6.3,81,2.8,2.9,3.4
Bernardo,MID,6.3,57,3.2,2.9,3.0
Kerkez,DEF,4.4,82,2.7,3.2,3.2
Bruno G.,MID,6.1,91,2.7,2.9,3.4
Madueke,MID,6.3,51,3.1,2.6,3.3
Digne,DEF,4.7,69,3.3,3.6,2.1
Mac Allister,MID,6.2,82,3.0,2.9,3.1
Cucurella,DEF,5.0,77,3.4,2.3,3.2
Diogo J.,MID,7.2,44,1.5,2.9,4.4
L.Paquetá,MID,5.8,65,3.2,3.2,2.4
Calvert-Lewin,FWD,5.6,55,3.6,2.9,2.2
Wan-Bissaka,DEF,4.5,90,3.0,3.3,2.4
A. Armstrong,FWD,5.1,73,3.3,2.8,2.6
Udogie,DEF,4.9,82,2.8,2.7,3.2
Darwin,FWD,7.1,56,3.3,3.0,2.3
Ndiaye,FWD,5.4,79,3.5,2.7,2.4
Davis,DEF,4.5,90,3.1,3.0,2.5
Gündogan,MID,6.5,66,3.0,2.6,2.8
Georginio,MID,5.6,60,2.7,3.1,2.7
Aké,DEF,5.3,61,3.1,2.4,2.9
Gravenberch,MID,5.0,81,2.8,2.8,2.9
Dunk,DEF,4.4,70,2.2,2.8,3.3
Estupiñan,DEF,5.0,82,2.8,2.9,2.6
I.Sarr,MID,5.7,71,3.7,2.3,2.2
R. Lewis,DEF,4.7,58,3.0,2.5,2.7
Rashford,MID,6.9,54,2.3,3.6,2.2
Aït-Nouri,DEF,4.9,92,2.9,2.1,3.3
Van Hecke,DEF,4.5,91,2.4,2.9,2.9
Barnes,MID,6.3,42,2.1,2.6,3.4
Hutchinson,MID,5.2,76,3.0,2.8,2.3
Rúben,DEF,5.4,69,3.2,2.6,2.3
Livramento,DEF,4.5,78,2.0,2.5,3.5
Højlund,FWD,6.9,58,2.4,3.4,2.2
Summerville,MID,5.7,50,2.6,2.9,2.5
Hall,DEF,4.4,84,2.0,2.6,3.4
Smith,DEF,4.5,85,2.4,2.8,2.8
Antonio,FWD,5.4,61,3.1,2.8,2.1
Schär,DEF,5.4,89,2.1,2.4,3.5
Jones,MID,5.3,56,2.4,2.7,2.8
Kilman,DEF,4.5,90,2.8,3.0,2.1
Hudson-Odoi,MID,5.4,70,2.5,2.6,2.8
Gakpo,FWD,7.1,48,2.6,2.5,2.8
Emerson,DEF,4.4,79,3.0,2.8,2.0
A.Becker,GKP,5.4,60,1.2,2.5,4.0
Schade,MID,5.1,63,2.9,2.9,1.9
J.Ayew,MID,5.2,65,3.0,2.7,2.0
Doku,MID,6.2,34,2.4,2.6,2.6
Todibo,DEF,4.3,89,2.8,2.8,2.1
Burn,DEF,4.4,88,1.9,2.3,3.4
Chaplin,MID,5.1,48,2.6,2.7,2.3
Andreas,MID,5.1,65,3.2,2.5,1.8
Joelinton,MID,6.0,74,2.7,2.1,2.8
Lindstrøm,MID,5.1,60,3.0,2.4,2.2
Christie,MID,4.9,65,2.4,2.7,2.5
Zabarnyi,DEF,4.4,91,2.3,2.7,2.6
Caicedo,MID,4.9,87,2.8,2.3,2.4
Garnacho,MID,6.4,60,2.4,3.0,2.0
Mario Jr.,MID,5.0,81,2.3,2.3,2.6
Walker,DEF,5.2,51,2.5,2.4,2.4
C.Soler,MID,5.0,54,2.3,2.8,2.2
Szoboszlai,MID,6.3,40,2.2,2.3,2.7
Mitchell,DEF,4.9,86,3.1,1.8,2.2
Nørgaard,MID,4.8,87,2.5,2.5,2.1
Enzo,MID,4.8,63,2.4,2.2,2.4
Guéhi,DEF,4.5,92,3.1,1.8,2.1
Grealish,MID,6.4,45,2.7,2.3,2.0
Willock,MID,4.8,51,1.9,2.3,2.7
Muñoz,DEF,4.7,87,3.4,1.6,2.0
Damsgaard,MID,5.0,62,2.4,2.7,1.9
Dragusin,DEF,4.3,85,2.6,2.4,1.9
M.Fernandes,MID,5.0,87,2.4,2.3,2.1
Kristiansen,DEF,4.5,85,2.8,2.4,1.6
Souček,MID,4.9,73,2.5,2.2,2.1
A.Doucoure,MID,5.1,71,2.7,2.1,1.9
Mavididi,MID,5.3,43,2.3,2.7,1.8
Bailey,MID,6.3,43,2.5,2.6,1.6
Pinnock,DEF,4.5,90,2.3,2.8,1.7
Archer,FWD,5.0,58,2.5,2.1,2.2
Werner,MID,6.2,48,2.5,2.0,2.3
Chalobah,DEF,4.4,84,3.0,1.7,2.0
P.M.Sarr,MID,4.8,68,2.3,2.1,2.3
Baleba,MID,5.0,72,2.2,2.1,2.3
O'Shea,DEF,4.0,90,2.4,2.3,1.9
Veltman,DEF,4.6,78,1.7,2.5,2.3
Dawson,DEF,4.4,73,2.0,1.7,2.9
Lacroix,DEF,4.5,88,3.0,1.7,1.8
Tosin,DEF,4.2,56,2.4,1.6,2.5
Lewis-Potter,MID,5.0,67,2.4,2.3,1.8
Toti,DEF,4.3,89,2.3,1.7,2.6
Stones,DEF,5.3,45,2.3,2.2,2.0
Bellegarde,MID,5.0,46,2.0,2.1,2.3
Amad,MID,5.0,57,2.1,2.6,1.8
Aribo,MID,4.9,83,2.5,2.0,1.8
Faes,DEF,4.1,92,2.6,2.3,1.5
Berge,MID,5.0,91,2.7,1.9,1.7
Ward-Prowse,MID,6.2,63,2.0,2.1,2.3
Beto,FWD,5.0,42,2.7,1.8,1.9
Greaves,DEF,4.0,88,2.3,2.2,1.8
Tonali,MID,5.5,57,1.9,1.9,2.4
Collins,DEF,4.5,90,2.2,2.4,1.6
Gana,MID,4.9,78,2.5,1.9,1.9
H. Wilson,MID,5.2,43,2.3,2.3,1.6
Cook,MID,5.0,94,2.2,1.8,2.2
Ndidi,MID,5.0,86,2.6,1.9,1.7
Dalot,DEF,5.2,82,1.5,3.3,1.4
Senesi,DEF,4.8,62,1.8,2.0,2.4
De Ligt,DEF,5.0,91,1.4,3.3,1.4
Janelt,MID,4.9,66,2.1,2.0,1.9
Burns,MID,4.8,45,1.9,2.2,2.0
J.Gomes,MID,4.9,81,2.4,1.6,2.2
Ayari,MID,5.0,58,2.0,2.0,2.1
Bissouma,MID,4.9,68,2.1,2.0,2.0
João Félix,MID,6.1,25,1.9,2.2,2.0
Elanga,MID,5.1,44,1.7,2.2,2.2
Aina,DEF,4.9,85,1.2,2.1,2.7
Robinson,DEF,4.7,89,3.0,1.9,1.2
Yates,MID,4.9,89,2.2,1.9,2.0
Buonanotte,MID,5.0,73,3.4,0.0,2.6
Justin,DEF,4.6,76,2.4,2.1,1.5
Van den Berg,DEF,4.1,84,2.1,2.4,1.5
Mykolenko,DEF,4.3,85,3.2,1.6,1.1
S.Bueno,DEF,4.3,56,1.5,1.8,2.6
Morsy,MID,4.9,83,2.3,1.9,1.8
Mazraoui,DEF,4.7,78,1.5,3.0,1.3
A. Young,DEF,4.6,80,3.2,1.5,1.0
Nketiah,FWD,5.9,36,2.0,1.5,2.3
Romero,DEF,5.0,54,0.9,1.5,3.3
Onuachu,FWD,4.9,53,1.7,1.9,2.1
Jensen,MID,5.3,57,1.6,2.1,1.9
Anderson,MID,5.0,48,1.6,1.8,2.2
Jota Silva,MID,5.9,39,1.6,1.8,2.2
C. Wilson,FWD,6.9,29,1.6,1.8,2.2
Partey,MID,5.0,60,1.7,1.9,2.1
Harrison,MID,5.3,42,2.2,1.7,1.7
C.Doucouré,MID,4.9,62,2.2,1.7,1.6
Murillo,DEF,4.6,88,1.1,2.0,2.4
Amadou Onana,MID,4.9,58,1.7,2.0,1.8
Sancho,MID,6.2,29,1.8,1.6,2.1
Adama,MID,4.9,35,1.9,2.2,1.4
Milenković,DEF,4.5,91,1.1,1.9,2.5
Tarkowski,DEF,4.8,91,3.1,1.4,0.9
N.Semedo,DEF,4.5,0,0.0,2.1,3.3
Branthwaite,DEF,4.8,86,3.0,1.4,1.0
Diop,DEF,4.4,89,2.6,1.7,1.0
Minteh,MID,5.2,36,1.8,1.8,1.7
Lavia,MID,4.5,42,1.6,1.7,2.0
Zirkzee,FWD,6.6,34,1.6,1.9,1.8
Tete,DEF,4.5,75,2.6,1.6,1.0
Walker-Peters,DEF,4.4,88,1.7,1.6,1.9
Ben Johnson,DEF,4.0,60,1.4,2.1,1.7
R. Nelson,MID,5.0,65,3.0,0.0,2.1
J.Clarke,MID,5.5,31,1.5,1.9,1.7
Adams,MID,4.9,57,1.8,1.8,1.5
Merino,MID,6.0,41,1.5,1.8,1.8
Duran,FWD,5.8,23,1.6,1.9,1.6
Barkley,MID,5.2,32,1.7,2.0,1.4
Casemiro,MID,4.8,71,2.0,1.8,1.3
R.Gomes,MID,5.2,61,2.3,1.1,1.7
G.Jesus,FWD,6.8,25,1.7,1.4,2.0
Sarabia,MID,5.1,27,1.5,1.5,2.0
B.Soumaré,MID,4.4,71,1.9,1.7,1.4
Longstaff,MID,4.7,39,1.4,1.6,2.0
Phillips,MID,4.9,52,1.3,1.8,1.7
O.Dango,MID,5.0,31,1.6,1.7,1.6
B.Badiashile,DEF,4.3,40,1.7,1.3,1.9
Mangala,MID,5.0,48,1.7,1.5,1.5
Jaden,MID,5.3,26,1.6,2.0,1.2
Kamada,MID,5.1,0,0.0,2.3,2.5
Maatsen,DEF,4.6,30,1.4,1.9,1.5
Enes Ünal,FWD,5.4,23,1.4,1.5,1.8
Bassey,DEF,4.5,91,2.6,1.3,0.8
G.Rodríguez,MID,4.8,42,1.5,1.7,1.6
Kamara,MID,5.0,51,1.7,1.6,1.4
Mainoo,MID,5.2,0,0.0,2.6,2.1
Hee Chan,MID,6.1,21,1.2,1.7,1.8
B. Davies,DEF,4.3,68,2.1,1.6,0.9
Nwaneri,MID,4.5,26,1.9,1.2,1.6
F.Kadıoğlu,DEF,4.5,64,1.2,1.5,1.8
Huijsen,DEF,4.3,36,1.2,1.6,1.7
Ramsey,MID,5.4,79,1.0,1.4,2.2
Manning,DEF,4.3,85,2.0,1.2,1.3
Muniz,FWD,5.5,28,1.7,1.6,1.2
Álvarez,MID,5.0,31,1.2,1.7,1.6
Quansah,DEF,3.9,36,1.4,1.7,1.3
Hughes,MID,4.9,55,2.0,1.5,1.0
R. Fraser,MID,4.8,55,2.0,1.2,1.2
Vestergaard,DEF,4.0,64,1.8,1.5,1.1
Cajuste,MID,4.5,44,1.5,1.5,1.3
André,MID,5.0,39,1.3,1.4,1.6
Nkunku,MID,5.8,18,1.4,1.1,1.8
Downes,MID,4.8,0,0.0,2.1,2.1
McAteer,MID,4.7,20,1.1,1.9,1.1
Shaw,DEF,4.9,52,1.0,2.0,1.1
Stephens,DEF,4.0,88,1.6,1.3,1.2
N.Williams,DEF,4.3,34,0.6,1.0,2.5
El Khannouss,MID,4.8,20,1.0,1.8,1.3
L. Martinez,DEF,4.4,0,0.0,2.8,1.2
Ugarte,MID,4.9,56,1.5,1.3,1.2
Kelleher,GKP,4.5,63,2.5,1.3,0.2
Dominguez,MID,4.8,25,1.0,1.5,1.5
Sugawara,DEF,4.5,62,1.6,1.1,1.3
Doyle,MID,4.8,24,1.1,1.4,1.4
Mount,MID,6.3,31,1.3,1.4,1.2
Daka,FWD,4.8,20,1.3,1.5,1.1
Awoniyi,FWD,5.6,22,1.1,1.2,1.6
Lukić,MID,4.8,0,0.0,2.1,1.7
Burgess,DEF,4.0,52,1.4,1.2,1.2
Doherty,DEF,4.3,47,1.6,0.9,1.3
Okoli,DEF,4.0,49,1.1,1.5,1.0
Matheus N.,MID,4.9,23,1.4,1.2,1.1
Dibling,MID,4.5,0,0.0,1.9,1.7
Kelly,DEF,4.3,22,0.6,1.3,1.7
Brereton Díaz,MID,5.0,26,1.3,1.1,1.2
Wieffer,MID,4.8,40,1.4,1.4,0.9
Thiago,FWD,5.9,26,1.0,1.3,1.3
Guedes,MID,5.3,17,1.0,1.1,1.5
Diego Carlos,DEF,4.5,23,0.8,1.4,1.2
Lerma,MID,4.8,44,1.7,1.0,0.7
Hinshelwood,MID,5.0,44,0.5,0.9,2.0
Henry,DEF,4.3,44,0.6,1.2,1.5
Harwood-Bellis,DEF,4.1,0,0.0,1.5,1.8
Wharton,MID,4.7,27,0.2,0.8,2.1
Philip,MID,4.8,20,1.0,1.0,1.2
Forbs,MID,5.5,20,1.0,1.0,1.1
Alex Moreno,DEF,4.4,71,1.3,1.9,0.0
Cresswell,DEF,4.0,19,0.8,1.2,1.1
J.Murphy,MID,4.9,14,0.7,1.0,1.4
De Cordova-Reid,MID,5.2,17,0.9,1.2,1.0
Carvalho,MID,4.8,20,1.2,1.0,0.9
Zinchenko,DEF,4.8,25,1.3,0.8,0.9
Elliott,MID,5.2,15,0.8,1.0,1.2
Maguire,DEF,4.9,57,1.1,1.3,0.7
Skipp,MID,4.8,26,1.0,1.1,0.9
Chiesa,MID,6.8,20,0.4,0.8,1.7
Gruda,MID,5.4,16,0.6,1.1,1.1
Igor,DEF,4.4,39,1.1,0.9,0.8
Edouard,FWD,5.2,14,0.9,1.0,0.9
Ferguson,FWD,5.5,11,0.7,1.2,0.8
Tsimikas,DEF,4.6,24,0.3,0.6,1.9
Bergvall,MID,4.4,17,0.9,0.9,1.0
Winks,MID,4.5,58,0.2,0.9,1.6
C. Taylor,DEF,3.9,59,1.1,0.7,0.8
Sinisterra,MID,4.9,16,0.4,0.7,1.4
Roerslev,DEF,4.4,34,1.1,1.0,0.5
O'Riley,MID,5.5,21,1.0,1.1,0.5
Sterling,MID,6.7,7,0.6,0.7,1.3
Füllkrug,FWD,6.7,40,0.2,1.0,1.4
Adingra,MID,5.3,10,0.6,1.0,0.9
Bednarek,DEF,4.0,70,0.3,0.6,1.6
Al-Hamadi,FWD,4.8,10,0.7,0.7,1.1
Spence,DEF,4.4,16,0.6,0.6,1.1
Aarons,DEF,4.3,14,0.5,0.8,1.0
Trippier,DEF,5.6,13,0.5,0.8,1.1
Antony,MID,5.7,16,0.8,1.0,0.5
Clyne,DEF,4.4,20,0.8,0.8,0.7
Castagne,DEF,4.2,26,1.0,0.8,0.5
Ajer,DEF,4.4,25,0.4,0.8,1.0
